Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/2020/10/23/southeast-asian-american-student-groups-strive-to-create-community-despite-pandemic,94,81,0:02:17,48,85.42%,54.26%,$0.00 
/author/phoebe-chen,94,74,0:01:29,41,68.29%,46.81%,$0.00 
/2003/05/28/unhealthy-slimming-culture-per,93,88,0:05:11,88,94.32%,94.62%,$0.00 
/2009/10/08/emdont-be-fool-follow-these-halloween-rulesem,93,89,0:00:41,88,95.45%,95.70%,$0.00 
/2016/01/08/thats-a-wrap-episode-1-be-a-homie,93,88,0:04:39,88,94.32%,93.55%,$0.00 
/2016/04/27/love-hate-can-the-powerpuff-girls-still-pack-a-punch,93,92,0:00:22,92,98.91%,98.92%,$0.00 
/2017/04/14/first-year-neel-foon-remembered-for-good-nature-passion-for-music,93,85,0:02:57,82,84.15%,82.80%,$0.00 
/2019/05/30/ucla-proposes-lower-enrollment-rates-to-reduce-overcrowding-promote-graduation-rates,93,88,0:09:35,64,96.88%,86.02%,$0.00 
/2020/03/06/ucla-cancels-study-abroad-programs-in-delayed-response-to-coronavirus,93,90,0:01:55,71,83.10%,79.57%,$0.00 
/2020/09/16/pac-12-and-state-governments-grapple-with-plan-to-resume-play-before-new-year,93,86,0:04:27,52,90.38%,73.12%,$0.00 
/2020/09/23/gov-newsom-issues-order-to-end-sales-of-new-gas-powered-cars-in-california-by-2035,93,85,0:04:34,59,88.14%,70.97%,$0.00 
/2020/10/24/professors-101-bronwen-wilson-draws-from-history-of-career-changes-to-teach-adaptability,93,85,0:01:35,54,77.78%,65.59%,$0.00 
/author/amanda-houtz,93,56,0:01:35,32,53.12%,32.26%,$0.00 
/author/natalie-brown,93,70,0:01:04,48,52.08%,50.54%,$0.00 
/tag/george-floyd-protests,93,83,0:00:35,26,73.08%,51.61%,$0.00 
/2005/03/15/graduating-into-war,92,91,0:04:39,90,97.78%,97.83%,$0.00 
/2013/04/20/photo-gallery-womens-gymnastics-places-4th-in-ncaa-championship-tournament,92,86,0:01:09,84,91.67%,91.30%,$0.00 
/2013/11/08/ucla-begins-selling-international-clothing-line-on-campus,92,89,0:05:28,84,92.86%,91.30%,$0.00 
/2016/04/08/westwood-rent-prices-highest-in-los-angeles,92,87,0:03:56,85,96.47%,92.39%,$0.00 
/2016/10/23/the-quad-the-pros-and-cons-of-measure-m,92,88,0:01:05,83,95.18%,94.57%,$0.00 
/2017/01/18/conservative-students-face-discrimination-marginalization-at-ucla,92,85,0:04:14,82,86.59%,85.87%,$0.00 
/2018/05/01/bruins-first-costumed-mascot-finds-success-as-ucla-professor,92,85,0:06:43,83,86.75%,88.04%,$0.00 
/2018/06/09/the-daily-bruin-revised-my-life-plans-in-the-best-way-possible-30,92,89,0:01:13,14,78.57%,58.70%,$0.00 
/2018/11/16/ucla-professor-files-lawsuit-against-uc-for-withholding-admissions-information,92,92,0:02:47,38,71.05%,66.30%,$0.00 
/2019/02/18/the-quad-jump-scares-are-maligned-as-a-horror-crutch-but-film-history-gives-a-fuller-picture,92,87,0:00:44,87,95.40%,94.57%,$0.00 
/2020/01/10/group-petitions-ucla-to-invest-in-shelter-for-students-experiencing-homelessness,92,88,0:02:42,69,76.81%,73.91%,$0.00 
/2020/03/30/music-preview-spring-quarter-album-releases-will-focus-on-returning-to-raw-personal-writing,92,90,0:05:55,79,96.20%,86.96%,$0.00 
/2020/04/10/policies-aimed-at-alleviating-housing-costs-amid-covid-19-require-more-clarity,92,87,0:05:34,76,94.74%,88.04%,$0.00 
/2020/06/04/graphic-woodens-legacy,92,84,0:01:14,46,86.96%,65.22%,$0.00 
/2020/06/04/students-sign-petition-to-fire-ucla-lecturer-after-many-find-his-email-insensitive?from=groupmessage,92,79,0:05:28,75,84.00%,83.70%,$0.00 
/2020/06/11/editorial-cartoons-zoom-chat,92,88,0:00:44,14,78.57%,22.83%,$0.00 
/2020/10/07/three-recently-appointed-nwwnc-members-aim-to-improve-community-ucla-engagement,92,84,0:02:38,48,77.08%,63.04%,$0.00 
/2020/10/16/how-the-trump-administration-has-affected-higher-education-over-the-past-4-years,92,87,0:01:58,39,87.18%,56.52%,$0.00 
/2020/10/22/new-study-explores-how-tracking-virus-mutations-affects-understanding-of-covid-19,92,87,0:03:23,68,94.12%,80.43%,$0.00 
/author/amber_noizumi,92,79,0:00:28,79,82.28%,79.35%,$0.00 
/2004/03/14/cadaver-jokes-stop-you039re-ki,91,88,0:00:24,88,96.59%,96.70%,$0.00 
/2012/07/15/getty-exhibit-explores-medieval-imagery-of-death,91,83,0:07:29,83,89.16%,90.11%,$0.00 
/2016/09/16/ucla-alumna-ari-afsar-lands-role-in-chicago-production-of-hamilton,91,87,0:01:17,84,90.48%,89.01%,$0.00 
/2017/03/15/second-take-the-new-beauty-and-the-beast-lacks-beauty-in-its-beats,91,88,0:01:46,87,94.25%,93.41%,$0.00 
/2018/09/25/charli-xcx-cupcakke-buddy-embrace-sexuality-in-their-bruin-bash-performances,91,89,0:07:05,82,93.90%,91.21%,$0.00 
/2019/12/08/ucla-at-capacity-while-application-admission-numbers-climb,91,86,0:01:58,70,74.29%,68.13%,$0.00 
/2020/06/10/undocumented-students-face-uncertainty-and-financial-strain-because-of-pandemic,91,88,0:02:40,44,77.27%,56.04%,$0.00 
/2020/07/06/north-westwood-neighborhood-council-recap-july-1,91,83,0:01:28,33,84.85%,54.95%,$0.00 
/2020/08/21/chemical-hearts-strives-to-encapsulate-the-complexities-emotions-of-adolescence,91,83,0:03:09,47,85.11%,63.74%,$0.00 
/2020/10/05/editorial-ab-3092-helps-sexual-assault-survivors-but-doesnt-make-up-for-ucs-lack-of-action,91,88,0:02:08,61,78.69%,65.93%,$0.00 
/author/adria_tinnin,91,68,0:01:09,66,80.30%,73.63%,$0.00 
/author/samuel-in,91,57,0:00:57,17,41.18%,30.77%,$0.00 
/2014/11/18/ucla-ranks-sixth-in-nation-for-international-student-enrollment,90,86,0:01:59,85,92.94%,93.33%,$0.00 
/2015/11/09/roaring-90s-daft-punk-live-shows-change-the-face-of-electronic-music,90,83,0:09:05,83,92.77%,92.22%,$0.00 
/2016/02/26/love-hate-do-dj-shoutouts-build-hype-or-are-they-a-tired-stereotype,90,84,0:00:31,83,95.18%,92.22%,$0.00 
/2016/05/25/bruin-book-bag-guide-how-to-carry-your-campus-essentials-wisely,90,87,0:04:49,87,96.55%,96.67%,$0.00 
/2018/03/05/japanese-martial-art-fights-stress-promotes-cultural-awareness,90,76,0:08:16,75,82.67%,83.33%,$0.00 
/2019/02/26/enrollment-system-creates-crisis-for-students-unable-to-take-necessary-classes,90,89,0:03:11,86,96.51%,94.44%,$0.00 
/2019/10/08/uclas-reluctant-response-to-rise-of-reported-sexual-assaults-requires-reform,90,89,0:02:35,67,77.61%,68.89%,$0.00 
/2020/02/25/restaurant-review-tacos-1986-spices-up-westwood-food-scene-with-vibrant-authentic-mexican-flavors,90,89,0:02:50,80,96.25%,91.11%,$0.00 
/2020/03/08/ucla-should-offer-specialized-orientation-to-help-1st-generation-students-acclimate,90,86,0:04:13,68,86.76%,83.33%,$0.00 
/2020/05/19/student-created-app-charipay-streamlines-process-of-donating-to-charity,90,74,0:03:27,63,84.13%,72.22%,$0.00 
/2020/05/27/silver-screen-psychology-depictions-of-therapists-often-overlook-their-professionalism-efficacy,90,84,0:03:03,76,93.42%,86.67%,$0.00 
"/2020/06/24/dorian-thompson-robinson-to-raise-money-in-support-of-black-lives-matter-movement?__FB_PRIVATE_TRACKING__={""loggedout_browser_id"":""3fa00ca71f49ba0e1c296284b7e206e5c2454966""}",90,81,0:05:16,81,86.42%,86.67%,$0.00 
/2020/09/22/getting-to-the-heart-of-how-covid-19-can-impact-student-athletes-cardiac-health,90,85,0:02:54,50,86.00%,66.67%,$0.00 
/2020/09/22/the-quad-in-adjusting-to-online-learning-students-and-staff-hope-to-maintain-connections,90,77,0:01:31,39,71.79%,51.11%,$0.00 
/2020/10/05/book-review-god-level-knowledge-darts-humorously-shares-life-lessons-from-the-bronx,90,88,0:01:04,76,94.74%,83.33%,$0.00 
/author/brooke-cuzick,90,73,0:01:33,16,37.50%,28.89%,$0.00 
/2015/05/20/submission-uc-must-protect-jewish-students-combat-anti-semitism,89,87,0:01:56,87,96.55%,96.63%,$0.00 
/2016/12/04/student-dives-into-world-of-tv-production-at-the-ellen-degeneres-show,89,84,0:06:04,81,96.30%,94.38%,$0.00 
/2017/02/12/ucla-offers-fiat-lux-courses-about-trump-campaign-presidency,89,88,0:01:41,87,94.25%,94.38%,$0.00 
/2017/09/22/struggling-westwood-businesses-close-but-village-has-growth-potential,89,87,0:04:17,79,87.34%,86.52%,$0.00 
/2018/05/23/are-you-there-ucla-its-me-mom-ucla-must-provide-affordable-child-care-to-all-student-parents,89,86,0:04:12,83,91.57%,89.89%,$0.00 
/2019/02/22/ucla-study-finds-that-benefits-of-robotic-surgery-outweigh-costs,89,80,0:04:40,80,91.25%,88.76%,$0.00 
/2019/05/14/club-boxer-chloe-beverina-rises-to-success-ends-season-with-national-championship,89,70,0:00:50,57,80.70%,60.67%,$0.00 
/2019/11/19/co-creator-of-crispr-lectures-about-future-applications-of-genome-editing-technology,89,86,0:04:00,85,96.47%,94.38%,$0.00 
/2019/11/25/a-look-into-the-appeal-of-pop-up-restaurants-in-la-how-they-find-success,89,87,0:01:37,86,96.51%,96.63%,$0.00 
/2019/12/09/uclas-university-housing-projects-are-unlikely-to-reduce-rent-rates-in-westwood,89,83,0:02:59,57,80.70%,65.17%,$0.00 
/2020/02/20/ucla-grad-students-rally-in-support-of-ucsc-tas-striking-for-affordable-wages,89,85,0:03:17,78,82.05%,77.53%,$0.00 
/2020/03/11/pop-up-review-britney-spears-inspired-exhibit-provides-the-thrills-of-a-circus-but-lacks-depth,89,86,0:04:09,83,96.39%,93.26%,$0.00 
/2020/05/19/columns-from-quarantine-the-pandemic-isnt-an-outlying-disaster-its-a-warning-of-an-inevitable-future,89,79,0:02:53,59,84.75%,71.91%,$0.00 
/2020/05/24/uc-regents-recap-may-19-21,89,83,0:06:21,60,83.33%,70.79%,$0.00 
/2020/09/22/limited-time-on-campus-remote-learning-pose-unique-problem-for-transfer-students,89,83,0:02:29,42,80.95%,57.30%,$0.00 
/2020/10/08/professors-concert-series-offers-harmony-in-the-discordant-world-of-covid-19,89,83,0:03:07,57,87.72%,69.66%,$0.00 
/2020/10/16/week-two-campuswide-slack-responses-to-ongoing-armenia-azerbaijan-conflict,89,84,0:01:29,48,81.25%,61.80%,$0.00 
/2020/10/19/ucla-faculty-encourage-out-of-state-students-to-vote-in-upcoming-election,89,83,0:02:36,40,90.00%,66.29%,$0.00 
/2020/10/23/the-quad-how-clubs-are-retaining-and-engaging-members-amid-an-online-quarter,89,85,0:01:35,33,75.76%,47.19%,$0.00 
/category/mens-water-polo,89,70,0:00:34,6,33.33%,34.83%,$0.00 
/1997/01/22/going-the-distance1,88,83,0:05:24,83,93.98%,94.32%,$0.00 
/1998/10/08/new-tailbone-replacement-enabl,88,84,0:09:28,84,95.24%,95.45%,$0.00 
/2009/11/18/diverse-genres-bridge-borders,88,84,0:14:47,83,97.59%,95.45%,$0.00 
/2010/02/16/body-image-differs-brazil,88,82,0:08:09,82,91.46%,92.05%,$0.00 
/2015/11/23/are-there-racist-buildings-at-ucla-2,88,82,0:06:59,72,84.72%,81.82%,$0.00 
/2016/05/27/what-can-you-learn-from-watching-sports,88,76,0:04:39,76,86.84%,85.23%,$0.00 
/2018/01/18/students-international-basketball-career-inspires-life-as-an-artist,88,82,0:04:57,82,91.46%,92.05%,$0.00 
/2019/07/30/court-suspends-heaps-medical-license-for-duration-of-criminal-sexual-assault-case,88,80,0:04:01,51,80.39%,60.23%,$0.00 
/2020/06/29/supreme-court-ruling-only-first-step-for-lgbtq-community-according-to-ucla-faculty,88,84,0:04:46,51,96.08%,75.00%,$0.00 
/2020/10/12/pro-bruin-rundown-jordin-canada-noelle-quinn-clinch-victory-with-seattle-storm-in-wnba-finals,88,78,0:01:22,48,83.33%,67.05%,$0.00 
/author/kanishka-mehra,88,67,0:00:54,14,71.43%,28.41%,$0.00 
/2017/05/25/movie-review-pirates-of-the-caribbean-dead-men-tell-no-tales,87,78,0:09:48,78,88.46%,89.66%,$0.00 
/2017/07/09/austin-pink-ucla-needs-more-stem-related-minors-to-prepare-students-for-workforce,87,84,0:02:46,82,95.12%,93.10%,$0.00 
/2018/01/29/ucla-ta-claims-department-targeted-him-with-threat-of-title-ix-complaint,87,82,0:05:49,78,92.31%,88.51%,$0.00 
/2018/05/15/cade-mallett-ucla-should-lead-charge-against-grade-inflation-which-hurts-students-in-long-run,87,85,0:03:03,73,94.52%,90.80%,$0.00 
/2018/07/01/william-bleveans-students-gender-specific-subletting-advertisements-violate-fair-housing-acts,87,87,0:01:12,83,100.00%,96.55%,$0.00 
/2019/04/23/pre-med-students-overwhelmingly-want-greater-diversity-study-shows,87,81,0:03:20,77,90.91%,89.66%,$0.00 
/2019/10/17/movie-review-heartfelt-comedy-manages-to-shine-through-in-jojo-rabbit-despite-dark-themes,87,84,0:07:50,77,94.81%,94.25%,$0.00 
/2020/04/23/columns-from-quarantine-the-hardships-and-heartache-of-love-under-lockdown,87,72,0:03:19,44,79.55%,57.47%,$0.00 
/2020/05/20/second-take-late-night-shows-continue-cultivating-comedy-creativity-with-at-home-formats,87,84,0:01:15,58,87.93%,67.82%,$0.00 
/2020/05/29/cec-offers-flexible-medium-for-students-to-practice-yoga-amid-covid-19-pandemic,87,78,0:01:25,65,84.62%,73.56%,$0.00 
/2020/09/14/editorial-simply-suggesting-testing-accommodations-isnt-enough-to-support-struggling-students,87,84,0:03:15,44,77.27%,57.47%,$0.00 
/author/isabella-klesmith,87,57,0:00:35,39,33.33%,27.59%,$0.00 
/2005/12/28/online-exclusive-shooting-at-w,86,85,0:05:35,82,93.90%,93.02%,$0.00 
/2013/11/25/end-of-an-era-ucla-alumni-cheerleader-geof-strand-retires,86,80,0:07:30,78,89.74%,90.70%,$0.00 
/2014/09/20/former-ucla-administrator-files-lawsuit-against-tft,86,84,0:02:38,76,89.47%,86.05%,$0.00 
/2020/01/16/john-baldessaris-former-art-students-remember-professors-impact-kindness,86,82,0:05:56,78,94.87%,89.53%,$0.00 
/2020/05/05/ucla-must-reach-out-to-senior-adults-as-stay-at-home-orders-exacerbate-isolation,86,82,0:01:46,62,88.71%,80.23%,$0.00 
/2020/05/05/ucla-nurses-nursing-students-discuss-patient-care-and-education-during-pandemic,86,79,0:03:04,55,65.45%,65.12%,$0.00 
/2020/05/31/editorial-cartoon-we-cant-breathe,86,81,0:02:20,54,88.89%,65.12%,$0.00 
/2020/06/10/journalism-made-me-a-better-critical-thinker-opened-up-a-world-i-never-imagined-30,86,81,0:02:40,24,70.83%,25.58%,$0.00 
/author/maya-harris,86,68,0:01:41,30,53.33%,33.72%,$0.00 
/1996/04/23/softball-diamonds-lead-to-wedd,85,82,0:03:57,80,92.50%,91.76%,$0.00 
/2010/05/04/stress-increases-risk-hair-loss,85,83,0:16:15,83,96.39%,96.47%,$0.00 
/2010/12/06/ucla_students_undress_to_destress_in_wednesdays_undie_run,85,81,0:05:22,74,94.59%,90.59%,$0.00 
/2013/11/08/student-posts-video-to-spark-discussion-about-lack-of-diversity-at-ucla,85,82,0:04:07,78,92.31%,91.76%,$0.00 
/2014/09/28/reily-buechlers-father-grows-from-volleyball-coach-to-her-biggest-fan,85,84,0:00:41,84,98.81%,98.82%,$0.00 
/2015/06/07/india-carney-recounts-final-performance-on-the-voice,85,80,0:02:48,80,93.75%,91.76%,$0.00 
/2015/07/09/ucla-officials-demand-13m-for-damages-from-2014-summer-flood,85,75,0:02:45,62,83.87%,81.18%,$0.00 
/2017/10/04/the-quad-not-asking-for-it-at-amber-rose-slutwalk-protesting-status-quo,85,80,0:01:34,73,94.52%,89.41%,$0.00 
/2017/12/01/the-visit-provides-comedic-yet-dark-take-on-relationships-morality,85,82,0:12:16,82,96.34%,96.47%,$0.00 
/2018/06/10/mother-daughter-share-experiences-together-as-ucla-students,85,82,0:00:30,81,97.53%,96.47%,$0.00 
/2018/11/09/cae-must-clarify-guidelines-to-accommodate-students-with-eating-disorders,85,78,0:03:58,73,89.04%,85.88%,$0.00 
/2018/11/21/ucla-baseball-hits-home-run-with-top-prospect-signees-for-2020-season,85,83,0:01:03,80,95.00%,91.76%,$0.00 
/2019/01/15/faculty-express-concerns-over-lack-of-diversity-in-ucla-healths-hiring-process,85,78,0:07:55,71,83.10%,83.53%,$0.00 
/2019/03/02/the-quad-how-uclas-startup-scene-and-classes-help-entrepreneurial-bruins-find-their-way,85,81,0:05:28,75,90.67%,87.06%,$0.00 
/2019/03/07/cae-does-a-disservice-to-both-note-takers-and-students-who-need-their-notes,85,84,0:04:12,77,92.21%,87.06%,$0.00 
/2019/06/08/lisa-fernandez-shifts-focus-to-pitchers-in-12th-year-as-assistant-softball-coach,85,74,0:04:18,60,86.67%,76.47%,$0.00 
/2020/02/19/benefits-of-installing-sprinklers-in-older-buildings-outweigh-the-costs,85,82,0:03:00,77,92.21%,87.06%,$0.00 
/2020/02/23/ucla-gymnastics-falls-to-utah-despite-history-making-performance,85,76,0:05:23,73,87.67%,82.35%,$0.00 
/2020/04/16/app-developed-at-ucla-helps-users-identify-the-reason-behind-a-babys-cry,85,77,0:04:12,65,89.23%,82.35%,$0.00 
/2020/05/05/alumna-brightens-up-pandemic-with-affordable-colorful-masks,85,81,0:01:09,63,66.67%,69.41%,$0.00 
/2020/07/07/sports-plays-sports-virtual-basketball,85,78,0:01:30,32,43.75%,50.59%,$0.00 
/2020/10/23/opinion-californias-flawed-ballot-proposition-system-poses-challenges-for-student-voters,85,83,0:02:15,33,81.82%,54.12%,$0.00 
/author/sabrina-huang,85,52,0:01:11,17,47.06%,36.47%,$0.00 
/author/taiyo-keilin,85,67,0:00:52,19,73.68%,29.41%,$0.00 
/2005/10/10/katrina-hits-research-labs,84,79,0:12:31,79,93.67%,94.05%,$0.00 
/2013/01/09/against-the-grain-the-doors-continues-to-influence-music,84,79,0:10:32,79,96.20%,94.05%,$0.00 
/2017/02/15/ucla-mens-volleyball-player-serves-up-volleyballs-and-fresh-beats,84,81,0:01:51,79,91.14%,89.29%,$0.00 
/2019/03/17/q-discusses-influences-for-experimental-horror-film-climax,84,81,0:04:26,81,93.83%,94.05%,$0.00 
/2019/09/02/31-uc-faculty-members-step-down-from-editorial-boards-in-protest-of-elsevier,84,83,0:00:38,81,98.77%,97.62%,$0.00 
/2019/11/02/daily-bruin-wins-awards-for-nations-best-collegiate-newspaper-websites,84,69,0:02:36,44,52.27%,42.86%,$0.00 
/2020/01/22/bruin-dine-program-relaunches-serving-free-uneaten-food-from-dining-halls,84,80,0:02:25,62,67.74%,61.90%,$0.00 
/2020/01/27/uc-sees-record-undergraduate-enrollment-numbers-for-california-residents,84,83,0:03:55,75,93.33%,89.29%,$0.00 
/2020/02/21/bruin-republicans-bruin-democrats-face-off-at-quarterly-ucla-crossfire-debate,84,81,0:02:23,61,72.13%,65.48%,$0.00 
/2020/04/06/assistant-enterprise-editor-melissa-morris-appointed-as-2020-2021-editor-in-chief,84,79,0:02:28,43,65.12%,55.95%,$0.00 
/2020/04/09/mayor-garcetti-announces-face-covering-requirement-for-essential-workers-customers,84,81,0:01:28,70,84.29%,80.95%,$0.00 
/2020/06/10/student-journalism-helped-me-explore-creative-artistic-community-at-ucla-30,84,77,0:01:38,40,75.00%,53.57%,$0.00 
/2020/07/28/the-making-of-the-quads-yellow-fever-long-term,84,78,0:01:11,31,67.74%,45.24%,$0.00 
/2020/09/25/qa-duckwrth-stresses-authenticity-magical-storytelling-in-new-album-supergood,84,78,0:03:46,54,87.04%,67.86%,$0.00 
/2020/10/09/beyond-bruin-walk-uc-board-of-regents-needs-reform-to-ensure-better-representation,84,74,0:03:00,53,79.25%,61.90%,$0.00 
/2020/10/09/the-quad-what-its-like-to-have-a-chronic-illness-in-school-and-amid-the-covid-19-pandemic,84,77,0:04:01,50,86.00%,61.90%,$0.00 
/author/jared-tay,84,53,0:00:50,26,76.92%,33.33%,$0.00 
/author/karen-im,84,55,0:01:15,35,48.57%,38.10%,$0.00 
/category/community,84,63,0:01:49,9,44.44%,27.38%,$0.00 
/tag/orientation-issue-2019,84,52,0:00:55,42,40.48%,28.57%,$0.00 
/2004/03/07/iladder-theory-relies-on-stere,83,79,0:03:17,79,94.94%,95.18%,$0.00 
/2010/07/05/Professors-WWII-experiences-bring-personal-meaning,83,78,0:05:21,78,93.59%,93.98%,$0.00 
/2012/05/15/performing_as_imaginary_friend_ucla_alumnus_jesse_epstein_hits_the_road_with_singer_kina_grannis,83,82,0:00:51,82,98.78%,98.80%,$0.00 
/2016/02/19/twins-model-dynamic-work-bond-for-brandy-melville,83,80,0:03:03,78,92.31%,92.77%,$0.00 
/2017/04/26/international-students-reflect-on-rotc-experiences,83,81,0:00:34,78,97.44%,93.98%,$0.00 
/2018/01/31/graphic-fault-lines-of-california-and-los-angeles,83,80,0:07:18,80,95.00%,95.18%,$0.00 
/2018/10/01/fans-protest-casting-of-korean-actress-for-problematic-role-in-fantastic-beasts,83,83,0:17:43,67,100.00%,96.39%,$0.00 
/2019/09/08/alumna-explores-physical-psychological-violence-in-hbo-miniseries-sharp-objects,83,69,0:10:37,67,85.07%,80.72%,$0.00 
/2019/10/16/students-faculty-discuss-implications-of-westwoods-expensive-housing-options,83,72,0:01:59,22,63.64%,53.01%,$0.00 
/2020/04/01/total-confirmed-ucla-covid-19-cases-reach-9-after-2-more-students-test-positive,83,83,0:00:42,39,84.62%,63.86%,$0.00 
/2020/04/24/the-quad-victory-gardens-can-be-a-way-to-grow-food-sense-of-purpose-during-quarantine,83,77,0:02:53,56,58.93%,62.65%,$0.00 
/2020/05/19/the-laughs-continue-via-zoom-with-uclas-student-run-comedy-club,83,75,0:01:25,58,79.31%,72.29%,$0.00 
/2020/09/22/editorial-charging-students-fees-for-closed-services-facilities-amid-pandemic-is-unfair,83,80,0:01:21,45,82.22%,71.08%,$0.00 
/2020/09/22/letter-from-the-editor-submit-an-op-ed-to-enable-discussion-debate-on-topics-relevant-to-our-community,83,77,0:00:40,31,80.65%,45.78%,$0.00 
/author/ashley-lifton,83,62,0:00:57,24,45.83%,38.55%,$0.00 
/author/rachel-sarrafzadeh,83,48,0:01:24,10,40.00%,24.10%,$0.00 
/category/lifestyle-quad,83,55,0:00:54,15,73.33%,22.89%,$0.00 
/1996/05/15/genocide-without-bullets,82,69,0:06:46,66,81.82%,80.49%,$0.00 
