Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/2020/01/31/uc-receives-largest-amount-of-state-funding-in-two-year-period/,145,137,0:00:59,130,93.85%,91.03%,$0.00
/2020/04/03/album-review-all-time-low-honors-its-past-delves-into-more-mature-themes-in-wake-up-sunshine/,145,137,0:02:54,121,89.26%,80.69%,$0.00
/2020/02/17/the-quad-going-beyond-organic-labels-on-groceries-what-u-s-food-regulations-really-mean/,144,139,0:04:15,133,94.74%,92.36%,$0.00
/2020/04/20/womens-water-polo-finishes-tied-for-2nd-with-early-end-to-season/,144,119,0:02:24,79,88.61%,68.75%,$0.00
/2020/04/22/the-quad-looking-into-how-the-coronavirus-impacts-the-election-process/,144,126,0:02:18,72,75.00%,59.03%,$0.00
/2020/06/18/supreme-court-rules-in-favor-of-uc-regents-to-maintain-daca,144,128,0:02:25,79,84.81%,64.58%,$0.00
/2020/04/13/alumna-talks-meaning-of-success-in-lighthearted-rom-com-sci-fi-first-novel/,143,135,0:02:11,88,92.05%,76.92%,$0.00
/2020/04/02/uc-announces-commitment-to-not-layoff-career-employees-because-of-covid-19-outbreak,142,137,0:09:06,135,92.59%,90.85%,$0.00
/2020/04/10/stans-donuts-to-close-after-55-years-of-business-citing-covid-19,142,130,0:02:44,119,90.76%,85.92%,$0.00
/2020/04/26/usac-recap-april-21-2/,142,139,0:02:12,40,85.00%,46.48%,$0.00
/2020/05/04/tv-review-hollywood-offers-a-hopeful-story-but-is-too-fantastical-to-be-realistic-drama/,142,132,0:04:32,108,93.52%,81.69%,$0.00
/2020/05/12/killing-eve-season-3-recap-episode-5-are-you-from-pinner,142,141,0:03:25,134,94.03%,91.55%,$0.00
/2020/02/20/the-quad-looking-into-why-tiktok-has-become-so-popular-the-kind-of-content-it-produces,141,133,0:03:28,126,91.27%,91.49%,$0.00
/2020/02/20/ucla-grad-students-rally-in-support-of-ucsc-tas-striking-for-affordable-wages/,141,132,0:03:06,97,76.29%,73.05%,$0.00
/2020/06/10/after-a-year-of-feeling-lost-at-ucla-the-copy-section-proved-to-be-my-dream-team-30,141,133,0:02:34,91,89.01%,69.50%,$0.00
/2020/02/13/life-can-be-ruff-uclas-award-winning-therapy-dog-is-pawsitively-prepped-to-help/,140,138,0:04:10,131,94.66%,92.14%,$0.00
/2020/03/02/restaurant-review-dtla-ramen-spot-modeled-after-blade-runner-offers-futuristic-dining-experience/,140,131,0:02:01,122,92.62%,87.14%,$0.00
/2020/05/19/the-copy-shop-copy-chiefs-are-here-for-readers-and-were-here-for-copys-future/,140,131,0:02:58,107,81.31%,68.57%,$0.00
/2020/06/10/battle-of-the-editors-each-team-takes-its-own-spin-on-special-edition-centennial-uniforms,140,131,0:02:50,90,85.56%,60.71%,$0.00
/2020/06/21/the-copy-shop-daily-bruin-will-capitalize-black-and-why-other-publications-are-doing-the-same,140,129,0:03:14,107,90.65%,77.86%,$0.00
/2020/06/24/union-holds-protests-at-uc-medical-centers-in-response-to-recent-layoff-notices,140,133,0:04:54,114,92.11%,86.43%,$0.00
/2020/05/29/feasting-in-memory-of-souplantation/,139,127,0:02:55,91,85.71%,78.42%,$0.00
/2020/01/28/medical-student-remembered-for-compassion-positivity,138,132,0:03:08,131,93.94%,94.93%,$0.00
/2020/05/07/the-online-edition-the-creativity-show/,138,126,0:03:59,87,81.61%,68.12%,$0.00
/2020/05/26/editorial-theres-no-point-investing-scarce-uc-resources-designing-another-standardized-test/,138,133,0:04:09,101,88.12%,78.26%,$0.00
/2020/06/04/campus-queries-what-environmental-factors-are-linked-to-the-coronavirus-pandemic,138,123,0:05:14,93,87.10%,72.46%,$0.00
/2020/01/13/while-other-restaurants-close-northern-cafe-to-open-3rd-westwood-location/,137,124,0:03:35,88,80.68%,71.53%,$0.00
/2020/04/09/press-pass-looking-back-on-when-the-daily-bruin-reduced-print-production-during-world-war-ii/,137,125,0:02:53,73,80.82%,64.96%,$0.00
/2020/05/18/music-clubs-telephone-jams-call-on-participants-to-dial-into-creativity/,137,116,0:03:18,79,88.61%,72.99%,$0.00
/2020/06/10/connections-with-fellow-daily-bruin-staff-gave-me-confidence-to-pursue-my-passion-30,137,122,0:02:59,82,85.37%,67.15%,$0.00
/2020/01/27/los-angeles-must-fix-car-culture-by-improving-existing-public-transit-systems/,136,125,0:05:56,121,87.60%,87.50%,$0.00
/2020/04/08/usac-recap-april-7-2/,136,129,0:02:24,37,78.38%,45.59%,$0.00
/2020/05/02/usac-officer-evaluation-jonathan-wisner-community-service-commissioner/,136,126,0:00:29,22,95.45%,18.38%,$0.00
/2020/06/15/ucla-selects-carole-goldberg-to-serve-as-interim-edi-vice-chancellor,136,129,0:01:37,103,86.41%,74.26%,$0.00
/2020/03/09/gallery-ucla-gymnastics-chalks-up-7th-win-of-season-after-defeating-cal/,135,114,0:01:09,24,75.00%,37.78%,$0.00
/2020/04/03/graphic-shutting-the-door/,135,123,0:02:19,64,90.62%,65.93%,$0.00
/2020/04/07/the-quad-staying-in-touch-can-be-steep-learning-curve-teach-us-the-value-of-friendships/,135,123,0:01:52,81,75.31%,57.04%,$0.00
/2020/06/10/the-quad-how-the-pandemic-has-uniquely-impacted-bruins-in-different-grade-levels,135,131,0:04:24,95,91.58%,74.81%,$0.00
/2020/04/06/international-students-speak-on-how-they-are-impacted-by-covid-19,134,130,0:03:55,123,95.93%,93.28%,$0.00
/2020/02/02/a-guide-to-the-coming-u-s-primary-elections-process/,133,120,0:03:26,106,84.91%,80.45%,$0.00
/2020/04/22/recent-move-to-telehealth-services-can-help-solve-existing-caps-capacity-concerns/,132,126,0:02:55,82,90.24%,78.79%,$0.00
/2020/06/10/throwback-thursday-students-remain-force-for-change-as-current-protests-mirror-past-demonstrations,132,121,0:02:41,50,84.00%,59.85%,$0.00
/2020/03/11/recent-rewinds-curation-of-family-friendly-disney-content-shows-potential-flaws-hypocrisy/,131,123,0:02:47,86,90.70%,74.81%,$0.00
/2020/04/16/los-angeles-county-approves-new-tenant-protections-relief-amid-growing-rent-woes,130,125,0:08:02,117,92.31%,93.08%,$0.00
/2020/01/07/ucla-football-says-goodbye-to-7-players-transferring-out-of-program/,129,121,0:02:25,115,77.39%,77.52%,$0.00
/2020/02/06/xenophobic-attitudes-unfair-response-to-coronavirus-outbreak/,129,124,0:03:12,107,90.65%,84.50%,$0.00
/2020/03/04/editorial-ucla-owes-students-faculty-transparency-after-callous-handling-of-tft-layoffs/,129,117,0:02:55,101,72.28%,69.77%,$0.00
/2020/04/28/graphic-mask-on-keep-your-mask-on/,129,119,0:01:57,72,84.72%,64.34%,$0.00
/2020/05/06/usacs-online-election-causes-candidates-to-rethink-campaign-tactics/,129,123,0:00:52,62,80.65%,61.24%,$0.00
/2020/05/07/editorial-demands-for-cola-remain-urgent-amid-financial-instability-posed-by-covid-19/,129,124,0:01:20,84,88.10%,71.32%,$0.00
/2020/06/04/students-sign-petition-to-fire-ucla-lecturer-after-his-email-surfaces-on-the-web,129,97,0:00:40,77,53.25%,49.61%,$0.00
/2020/01/18/album-review-halsey-takes-listeners-on-her-emotional-self-reflective-journey-in-manic/,128,121,0:01:59,103,94.17%,89.84%,$0.00
/2020/05/13/organizations-podcast-allows-listeners-to-tune-in-to-film-discussions-analyses/,128,110,0:02:04,86,83.72%,69.53%,$0.00
/2020/05/28/akshay-anand-embraces-innovation-of-online-format-to-craft-emotional-solo-video,128,128,0:01:21,116,81.03%,79.69%,$0.00
/2020/05/28/uc-must-be-mindful-to-not-perpetuate-inequity-with-replacement-admissions-exam,128,127,0:03:00,87,89.66%,75.78%,$0.00
/2020/04/06/editorial-ucla-must-lean-on-student-organizations-to-support-community-facing-zoombombings/,127,118,0:02:18,84,82.14%,66.93%,$0.00
/2020/04/22/los-angeles-expands-covid-19-testing-to-all-essential-workers-regardless-of-symptoms,127,120,0:01:08,114,91.23%,90.55%,$0.00
/2020/04/27/professors-tweets-regarding-covid-19-elicit-student-concerns-of-xenophobic-tone,127,115,0:06:19,106,89.62%,85.04%,$0.00
/2020/06/04/nwwnc-pushes-for-more-government-effort-to-shelter-homeless-in-hotels,127,122,0:03:37,96,88.54%,78.74%,$0.00
/2020/06/22/second-take-its-time-for-hollywood-to-scrap-simplistic-idealized-tv-portrayals-of-police,127,120,0:03:40,104,92.31%,86.61%,$0.00
/2020/01/16/recent-rewinds-social-media-allows-movie-studios-to-make-real-time-improvements-to-films/,126,122,0:01:29,119,96.64%,94.44%,$0.00
/2020/02/27/caltech-assistant-professor-shares-experience-taking-first-image-of-black-hole/,126,117,0:02:07,110,91.82%,87.30%,$0.00
/2020/04/08/editorial-cartoon-zoom-mom-ing/,126,120,0:01:12,25,76.00%,51.59%,$0.00
/2020/04/15/community-rises-to-express-support-and-nostalgia-for-stans-donuts-after-closure/?fbclid=IwAR14iCAJknfoTe11126_eoI9VFqwjf4qMDYyJIgyF0GcesSIBLUrNdgd63g,126,121,0:02:18,120,88.33%,88.10%,$0.00
/2020/05/27/the-quad-examining-what-human-trafficking-is-misconceptions-surrounding-it,126,119,0:06:12,108,92.59%,86.51%,$0.00
/2020/01/16/standardized-testing-is-not-detrimental-to-the-college-application-process/,125,117,0:05:06,107,88.79%,84.80%,$0.00
/2020/03/18/ucla-moves-spring-graduation-ceremonies-online-to-curb-spread-of-covid-19,125,120,0:03:00,104,89.42%,80.80%,$0.00
/2020/04/16/mens-basketball-nets-increased-depth-with-additions-to-2020-recruiting-class,125,116,0:03:49,111,81.98%,82.40%,$0.00
/2020/03/26/usac-recap-march-24/,123,116,0:02:22,33,72.73%,53.66%,$0.00
/2020/05/15/two-ucla-softball-seniors-to-stay-on-another-year-in-light-of-olympics-postponement,123,120,0:02:06,111,90.09%,84.55%,$0.00
/2020/02/19/editorial-cartoon-the-la-dresscode/,121,115,0:00:43,8,62.50%,24.79%,$0.00
/2020/03/02/la-metro-to-launch-new-ride-share-program-to-help-improve-city-transportation/,121,114,0:06:08,104,90.38%,89.26%,$0.00
/2020/05/02/usac-officer-evaluation-eduardo-velazquez-general-representative-1/,121,113,0:00:31,11,72.73%,14.05%,$0.00
/2020/01/14/ucla-law-experts-discuss-impending-supreme-court-ruling-on-daca-future-of-program/,120,116,0:01:55,105,86.67%,85.00%,$0.00
/2020/04/14/graphics-stationary-wars/,120,108,0:01:52,68,79.41%,62.50%,$0.00
/2020/04/29/electrician-who-worked-at-ronald-reagan-ucla-medical-center-dies-of-covid-19,120,103,0:02:31,84,73.81%,65.83%,$0.00
/2020/05/15/ucla-cardiologist-accused-of-sexual-assault-has-medical-license-revoked/,120,115,0:01:45,112,90.18%,87.50%,$0.00
/2020/05/27/silver-screen-psychology-depictions-of-therapists-often-overlook-their-professionalism-efficacy/,120,114,0:03:23,98,90.82%,83.33%,$0.00
/2020/06/10/from-french-fries-to-fear-of-failure-my-co-workers-made-the-daily-bruin-worth-it-30,120,113,0:03:14,54,87.04%,57.50%,$0.00
/2020/03/09/editorial-ucla-needs-to-follow-lead-of-other-universities-prepare-for-covid-19/,119,109,0:02:03,107,91.59%,86.55%,$0.00
/2020/04/23/second-take-determinism-in-tv-shows-provides-relevant-lens-to-view-ones-actions-amid-pandemic/,119,116,0:06:46,99,98.99%,90.76%,$0.00
/2020/05/06/alumnus-rolls-out-film-aiming-to-stir-pot-with-fresh-take-on-marijuana-culture/,119,109,0:03:36,80,83.75%,73.95%,$0.00
/2020/05/28/akshay-anand-embraces-innovation-of-online-format-to-craft-emotional-solo-video/,118,96,0:01:37,64,57.81%,48.31%,$0.00
/2020/05/29/newsom-allows-los-angeles-restaurants-barbershops-hair-salons-to-open,118,115,0:02:27,47,93.62%,77.12%,$0.00
/2020/02/11/usac-approves-calendar-for-spring-2020-elections-at-meeting/,117,110,0:02:33,75,58.67%,54.70%,$0.00
/2020/05/18/uclas-emergency-response-has-improved-since-getty-fire-but-must-be-standardized/,117,108,0:02:39,65,81.54%,64.96%,$0.00
/2020/06/01/tv-review-rick-and-morty-finale-plot-line-of-clones-unable-to-save-rick-from-being-alone,117,101,0:04:53,80,86.25%,78.63%,$0.00
/2020/02/10/social-media-may-prove-to-be-a-valuable-tool-for-college-admissions-officers/,116,103,0:03:45,85,85.88%,81.03%,$0.00
/2020/02/12/party-of-five-season-1-review-episode-7-speak-for-yourself/,116,110,0:03:31,84,84.52%,72.41%,$0.00
/2020/05/21/alumnus-to-create-technological-retelling-of-middle-eastern-south-asian-stories/,116,109,0:01:57,62,87.10%,62.93%,$0.00
/2020/02/03/second-take-bojack-horseman-avoids-tired-tropes-offers-nuanced-take-of-addiction/,115,112,0:06:27,106,96.23%,93.04%,$0.00
/2020/03/19/editorial-cartoon-gone-digital/,115,111,0:00:25,35,85.71%,41.74%,$0.00
/2020/05/28/saveena-patel-paints-picture-of-journey-to-ucla-in-emotional-original-song/,115,88,0:03:01,71,73.24%,57.39%,$0.00
/2020/06/10/after-cherishing-every-high-and-low-moment-at-ucla-im-ready-to-write-next-chapter-30,115,112,0:01:23,84,90.48%,73.04%,$0.00
/2020/06/10/the-quad-exploring-how-ucla-other-news-sources-have-addressed-coronavirus-updates,115,106,0:03:00,76,68.42%,60.87%,$0.00
/2020/05/08/album-review-hayley-williams-solo-debut-petals-for-armor-is-a-masterful-act-of-introspection/,114,107,0:02:37,68,79.41%,66.67%,$0.00
/2020/05/28/social-art-project-captures-college-memories-in-collaboration-with-campus-community/,114,106,0:05:50,82,84.15%,73.68%,$0.00
/2020/06/10/the-daily-bruin-taught-me-to-let-go-of-mistakes-eventually-became-a-second-home-30,114,107,0:02:47,76,75.00%,60.53%,$0.00
/2020/06/10/ucla-baseballs-garrett-mitchell-selected-by-milwaukee-brewers-in-20th-pick-of-mlb-draft,114,103,0:02:09,71,83.10%,65.79%,$0.00
/2020/02/13/inconsistency-of-star-wars-sequel-series-fails-fans-in-trying-to-appease-them,113,111,0:05:53,111,97.30%,97.35%,$0.00
/2020/02/28/movie-review-the-invisible-man-has-unseeable-monster-but-visible-problems-with-the-execution,113,110,0:01:04,110,96.36%,96.46%,$0.00
/2020/03/31/politics-in-your-eyes-social-psychology/,113,98,0:03:17,54,75.93%,61.06%,$0.00
/2020/05/05/usac-recap-april-28-2/,113,107,0:03:33,61,75.41%,60.18%,$0.00
/2020/05/07/westwood-village-improvement-association-recap-may-7/,113,109,0:01:27,23,82.61%,45.13%,$0.00
/2020/05/29/spring-sing-2020-unites-scattered-student-body-in-online-festival-of-song-dance,113,103,0:01:08,48,66.67%,53.10%,$0.00
/2020/04/16/ucla-musicians-maximize-newfound-time-by-pursuing-new-projects-art-forms/,112,105,0:02:15,61,78.69%,58.93%,$0.00
/2020/05/07/ucla-uses-cares-act-funds-to-offer-all-eligible-students-at-least-200,112,101,0:04:08,90,82.22%,81.25%,$0.00
/2020/05/13/ucla-tells-faculty-to-prepare-for-remote-fall-quarter-official-plans-unannounced/?from=groupmessage&isappinstalled=0,112,108,0:07:11,107,96.26%,96.43%,$0.00
/2020/06/10/senior-signoffs-kaiya-mccullough-reflects-on-how-ucla-strengthened-her-voice-as-a-black-student-athlete,112,106,0:03:16,81,79.01%,71.43%,$0.00
/2020/06/11/out-of-bounds-class-of-2020-signs-off,112,92,0:02:32,35,74.29%,44.64%,$0.00
/2020/04/28/students-sue-uc-and-csu-systems-demand-refunds-amid-covid-19-campus-closures/?fbclid=IwAR1MxvKfQGFwRQtzlEdJrsFLV8CIYh9NppOLwkqvfPs7L17Rg7fW7gW3liI,111,108,0:03:53,108,95.37%,94.59%,$0.00
/2020/05/27/gallery-helps-share-asian-american-and-pacific-islander-artists-stories/,111,96,0:04:56,74,86.49%,74.77%,$0.00
/2020/05/27/letter-to-the-editor-implications-of-covid-19-contact-tracing-must-be-considered-carefully/,110,101,0:03:36,62,82.26%,70.91%,$0.00
/2020/02/21/homeless-population-displaced-as-sweeps-of-westwood-park-resume-under-new-leadership/,109,104,0:03:50,91,85.71%,78.90%,$0.00
/2020/02/25/usac-external-vice-president-fails-to-receive-pay-for-weeks-due-to-lost-daca-status/,109,101,0:03:16,60,86.67%,64.22%,$0.00
/2020/04/18/editorial-cartoon-name-the-animate-object/,109,97,0:01:03,33,69.70%,38.53%,$0.00
/2020/06/10/coach-cori-close-spring-quarter-marked-by-changes-emotions-and-new-challenges,109,106,0:01:31,78,91.03%,76.15%,$0.00
/2020/06/10/skills-and-relationships-i-developed-in-the-newsroom-made-me-who-i-am-today-30,109,98,0:01:55,58,81.03%,56.88%,$0.00
/2020/06/10/while-discovering-my-own-voice-i-learned-the-importance-of-amplifying-others-30,109,106,0:02:08,48,75.00%,50.46%,$0.00
/2020/02/15/the-quad-if-campus-coffee-isnt-your-cup-of-tea-try-a-twist-on-brewing-a-classic-cup-of-joe/,108,104,0:01:46,98,90.82%,87.96%,$0.00
/2020/02/18/increase-in-transfer-applicants-indicative-of-larger-uc-affordability-issues/,108,101,0:01:37,75,89.33%,76.85%,$0.00
/2020/02/23/campus-queries-coronavirus-strain-causes-symptoms-and-context-explained/,108,102,0:01:58,82,93.90%,78.70%,$0.00
/2020/02/27/the-quad-glancing-into-the-world-of-psychics-if-people-should-go-to-them/,108,102,0:03:27,95,91.58%,84.26%,$0.00
/2020/05/14/alumnus-george-takei-announced-as-speaker-for-virtual-commencement-ceremony,108,100,0:02:15,99,89.90%,87.96%,$0.00
/2020/05/25/uc-regents-investments-committee-announces-full-divestment-from-fossil-fuels,108,103,0:01:01,94,88.30%,86.11%,$0.00
/2020/05/07/tays-takedown-shortening-of-mlb-draft-could-deny-collegiate-players-chance-to-go-pro-in-2020,107,102,0:04:43,99,89.90%,85.98%,$0.00
/2020/02/18/senior-dean-of-college-of-letters-and-science-to-step-down-after-4-year-term/,106,98,0:04:28,79,78.48%,72.64%,$0.00
/2020/04/03/usac-recap-march-31-2/,106,102,0:02:22,32,84.38%,50.00%,$0.00
/2020/06/10/opinion-lapds-racial-injustice-should-be-met-with-defunding-not-reform,106,101,0:02:20,63,88.89%,68.87%,$0.00
/2020/06/11/angelenos-protest-across-the-city-in-support-of-black-lives-matter,106,99,0:03:00,69,82.61%,66.98%,$0.00
/2020/01/22/party-of-five-season-1-review-episode-4-authentic-mexican/,105,95,0:04:30,84,84.52%,77.14%,$0.00
/2020/01/08/la-city-councilmember-paul-koretz-announces-plans-to-run-for-city-controller,104,97,0:01:56,97,90.72%,91.35%,$0.00
/2020/03/30/music-preview-spring-quarter-album-releases-will-focus-on-returning-to-raw-personal-writing/,104,100,0:02:10,74,95.95%,81.73%,$0.00
/2020/05/03/uc-incurs-over-500m-in-unexpected-costs-because-of-covid-19,104,100,0:03:16,71,74.65%,76.92%,$0.00
/2020/05/13/silver-screen-psychology-looking-into-often-inaccurate-film-depictions-of-dissociative-identity-disorder,104,100,0:05:43,99,95.96%,94.23%,$0.00
/2020/05/14/professors-podcast-explores-technological-social-innovation-in-music-industry/,104,99,0:01:49,77,85.71%,72.12%,$0.00
/2020/06/10/lapd-opens-56-officer-misconduct-investigations-reassigns-7-officers-after-protests,104,100,0:01:10,50,92.00%,65.38%,$0.00
/2020/06/03/editorial-uclas-deafening-silence-on-black-lives-matter-movement-sanctions-complicity-hurts-bruins?fbclid=IwAR2GM47U1ezFzhnsuRSxLQcwLPTCh2G8bk3s3hzHjKQOP5He_yIrMIsAvSs,101,84,0:03:25,55,72.73%,73.27%,$0.00
/2020/06/10/how-attempting-to-fulfill-mission-of-journalism-changed-the-way-i-view-the-bruin-30,101,96,0:02:40,32,78.12%,41.58%,$0.00
/2020/06/11/ucla-pitcher-holden-powell-selected-by-the-nationals-in-3rd-round-of-mlb-draft,101,91,0:01:04,65,89.23%,73.27%,$0.00
/2020/01/07/ucla-footballs-matt-lynch-announces-plan-to-enter-transfer-portal/,100,96,0:08:27,96,95.83%,96.00%,$0.00
/2020/01/25/ucla-refutes-jorge-salcedos-allegations-of-athletics-admissions-misconduct/,100,95,0:04:11,74,71.62%,68.00%,$0.00
/2020/01/29/editorial-implementing-facial-recognition-tech-would-be-a-violation-of-students-privacy/,100,79,0:05:18,77,75.32%,74.00%,$0.00
/2020/02/07/ucla-sees-drop-in-freshman-but-increase-in-transfer-applications,100,97,0:03:13,88,86.36%,85.00%,$0.00
/2020/05/01/tv-review-parks-and-recreation-special-provides-warmth-laughter-in-face-of-covid-19/,100,95,0:06:06,83,92.77%,88.00%,$0.00
/2020/05/28/the-quad-reflecting-on-the-comfort-history-of-buffet-style-dining-despite-its-uncertain-future,100,92,0:03:50,64,84.38%,73.00%,$0.00
/2020/06/10/how-new-title-ix-policies-may-deter-reports-of-sexual-misconduct-cause-legal-battles,100,92,0:04:07,68,85.29%,72.00%,$0.00
/2020/01/30/the-quad-exploring-the-culture-surrounding-the-subtle-asian-dating-facebook-page/,99,92,0:04:38,78,93.59%,80.81%,$0.00
/2020/03/04/ucla-should-be-transparent-about-discrepancies-between-professors-lecturers/,99,94,0:01:54,67,91.04%,70.71%,$0.00
/2020/03/09/ucla-baseball-posts-season-high-hits-runs-in-staggering-win-against-usc/,99,94,0:01:13,54,79.63%,61.62%,$0.00
/2020/03/19/the-hatred-of-sounds-for-those-with-sound-sensitivity/,99,89,0:01:45,43,93.02%,57.58%,$0.00
